"UniProt1","UniProt2","symbol1","symbol2","evidence type"
"P40925","Q9Y2R2","MDH1","PTPN22","pred"
"P40933","Q9HC29","IL15","NOD2","pred"
"P41159","P55089","LEP","UCN","exp"
"P41159","Q9HC29","LEP","NOD2","pred"
"P41182","Q9HC29","BCL6","NOD2","pred"
"P41218","Q9HC29","MNDA","NOD2","pred"
"P41231","Q9HC29","P2RY2","NOD2","pred"
"P41240","P48023","CSK","FASLG","pred"
"P41240","Q92619","CSK","ARHGAP45","pred"
"P41240","Q9Y2R2","CSK","PTPN22","exp;pred"
"P41273","P48023","TNFSF9","FASLG","pred"
"P41273","Q9UNG2","TNFSF9","TNFSF18","pred"
"P42081","Q9HC29","CD86","NOD2","pred"
"P42224","Q9HC29","STAT1","NOD2","pred"
"P42224","Q9Y2R2","STAT1","PTPN22","pred"
"P42226","Q9HC29","STAT6","NOD2","pred"
"P42229","Q9HC29","STAT5A","NOD2","pred"
"P42331","Q8N103","ARHGAP25","TAGAP","pred"
"P42331","Q92619","ARHGAP25","ARHGAP45","pred"
"P42336","P48023","PIK3CA","FASLG","exp;pred"
"P42336","Q9Y2R2","PIK3CA","PTPN22","pred"
"P42345","Q676U5","MTOR","ATG16L1","pred"
"P42566","P48023","EPS15","FASLG","pred"
"P42566","Q9HC29","EPS15","NOD2","pred"
"P42574","P48023","CASP3","FASLG","pred"
"P42574","Q676U5","CASP3","ATG16L1","exp"
"P42574","Q9HC29","CASP3","NOD2","pred"
"P42574","Q9Y2R2","CASP3","PTPN22","pred"
"P42575","P48023","CASP2","FASLG","pred"
"P42575","Q9HC29","CASP2","NOD2","pred"
"P42679","P48023","MATK","FASLG","pred"
"P42680","P48023","TEC","FASLG","exp;pred"
"P42680","Q9Y2R2","TEC","PTPN22","pred"
"P42684","P48023","ABL2","FASLG","pred"
"P42684","Q8NI17","ABL2","IL31RA","pred"
"P42684","Q9HC29","ABL2","NOD2","pred"
"P42684","Q9Y2R2","ABL2","PTPN22","pred"
"P42685","P48023","FRK","FASLG","pred"
"P42701","Q5VWK5","IL12RB1","IL23R","exp;pred"
"P42701","Q8NI17","IL12RB1","IL31RA","pred"
"P42702","Q8NI17","LIFR","IL31RA","exp;pred"
"P42768","P48023","WAS","FASLG","pred"
"P42768","Q92619","WAS","ARHGAP45","pred"
"P42768","Q9Y2R2","WAS","PTPN22","exp;pred"
"P42858","Q676U5","HTT","ATG16L1","exp"
"P43146","P48023","DCC","FASLG","pred"
"P43146","Q8NI17","DCC","IL31RA","pred"
"P43146","Q9HC29","DCC","NOD2","pred"
"P43378","Q9Y2R2","PTPN9","PTPN22","pred"
"P43403","P48023","ZAP70","FASLG","pred"
"P43403","Q9Y2R2","ZAP70","PTPN22","exp;pred"
"P43405","P48023","SYK","FASLG","pred"
"P43405","Q92619","SYK","ARHGAP45","pred"
"P43405","Q9HC29","SYK","NOD2","pred"
"P43405","Q9Y2R2","SYK","PTPN22","pred"
"P43487","Q8IV20","RANBP1","LACC1","exp"
"P43489","P48023","TNFRSF4","FASLG","pred"
"P43489","Q9HC29","TNFRSF4","NOD2","pred"
"P43489","Q9UNG2","TNFRSF4","TNFSF18","pred"
"P45983","P48023","MAPK8","FASLG","exp"
"P45983","Q02930","MAPK8","CREB5","pred"
"P45984","Q02930","MAPK9","CREB5","pred"
"P45984","Q9Y2R2","MAPK9","PTPN22","pred"
"P46108","P48023","CRK","FASLG","exp;pred"
"P46108","Q9Y2R2","CRK","PTPN22","pred"
"P46527","P48023","CDKN1B","FASLG","pred"
"P47775","P48023","GPR12","FASLG","pred"
"P48023","Q96QB1","FASLG","DLC1","pred"
"P48023","P55210","FASLG","CASP7","pred"
"P48023","Q9BXI9","FASLG","C1QTNF6","pred"
"P48023","P50591","FASLG","TNFSF10","pred"
"P48023","Q96RF0","FASLG","SNX18","exp;pred"
"P48023","Q9Y275","FASLG","TNFSF13B","pred"
"P48023","Q9NZQ3","FASLG","NCKIPSD","exp;pred"
"P48023","P52735","FASLG","VAV2","pred"
"P48023","Q13443","FASLG","ADAM9","pred"
"P48023","Q6J9G0","FASLG","STYK1","pred"
"P48023","Q02763","FASLG","TEK","pred"
"P48023","P98082","FASLG","DAB2","pred"
"P48023","Q8N108","FASLG","MIER1","pred"
"P48023","Q92734","FASLG","TFG","pred"
"P48023","Q6XZF7","FASLG","DNMBP","exp"
"P48023","Q8WX92","FASLG","NELFB","pred"
"P48023","Q9Y2R2","FASLG","PTPN22","pred"
"P48023","Q15303","FASLG","ERBB4","pred"
"P48023","P48023","FASLG","FASLG","exp;pred"
"P48023","Q96T58","FASLG","SPEN","pred"
"P48023","Q9ULH1","FASLG","ASAP1","pred"
"P48023","Q96CW1","FASLG","AP2M1","pred"
"P48023","Q9Y3X0","FASLG","CCDC9","pred"
"P48023","Q96RU3","FASLG","FNBP1","exp;pred"
"P48023","Q05655","FASLG","PRKCD","pred"
"P48023","Q86W47","FASLG","KCNMB4","pred"
"P48023","Q07889","FASLG","SOS1","pred"
"P48023","Q9NQ94","FASLG","A1CF","pred"
"P48023","Q6UW01","FASLG","CBLN3","pred"
"P48023","Q03135","FASLG","CAV1","pred"
"P48023","Q9NRM0","FASLG","SLC2A9","pred"
"P48023","Q8TCN5","FASLG","ZNF507","pred"
"P48023","P48065","FASLG","SLC6A12","pred"
"P48023","Q9NYV7","FASLG","TAS2R16","pred"
"P48023","Q9P212","FASLG","PLCE1","pred"
"P48023","P55107","FASLG","GDF10","pred"
"P48023","Q16674","FASLG","MIA","exp"
"P48023","Q9Y572","FASLG","RIPK3","pred"
"P48023","Q99952","FASLG","PTPN18","pred"
"P48023","Q15375","FASLG","EPHA7","pred"
"P48023","P52961","FASLG","ART1","pred"
"P48023","P61812","FASLG","TGFB2","pred"
"P48023","Q13873","FASLG","BMPR2","pred"
"P48023","Q00889","FASLG","PSG6","pred"
"P48023","Q9Y2P0","FASLG","ZNF835","pred"
"P48023","Q15628","FASLG","TRADD","pred"
"P48023","Q04206","FASLG","RELA","pred"
"P48023","Q12933","FASLG","TRAF2","pred"
"P48023","Q99726","FASLG","SLC30A3","pred"
"P48023","Q9UGM3","FASLG","DMBT1","pred"
"P48023","Q96M96","FASLG","FGD4","pred"
"P48023","Q13526","FASLG","PIN1","exp"
"P48023","Q8TE67","FASLG","EPS8L3","exp"
"P48023","P61978","FASLG","HNRNPK","pred"
"P48023","Q4AE62","FASLG","GTDC1","pred"
"P48023","Q9BRR9","FASLG","ARHGAP9","exp"
"P48023","Q96GX1","FASLG","TCTN2","pred"
"P48023","P56945","FASLG","BCAR1","pred"
"P48023","P48052","FASLG","CPA2","pred"
"P48023","Q8NBP7","FASLG","PCSK9","pred"
"P48023","Q9Y6Q6","FASLG","TNFRSF11A","pred"
"P48023","Q14185","FASLG","DOCK1","pred"
"P48023","Q9NZ71","FASLG","RTEL1","pred"
"P48023","Q9P1A6","FASLG","DLGAP2","pred"
"P48023","Q07912","FASLG","TNK2","pred"
"P48023","Q8N4X5","FASLG","AFAP1L2","pred"
"P48023","Q92918","FASLG","MAP4K1","pred"
"P48023","Q9Y5K6","FASLG","CD2AP","pred"
"P48023","P51451","FASLG","BLK","pred"
"P48023","Q9HB21","FASLG","PLEKHA1","pred"
"P48023","Q9H3N8","FASLG","HRH4","pred"
"P48023","Q9UKW4","FASLG","VAV3","pred"
"P48023","Q02750","FASLG","MAP2K1","pred"
"P48023","Q8IWZ4","FASLG","TRIM48","pred"
"P48023","Q13224","FASLG","GRIN2B","pred"
"P48023","P98174","FASLG","FGD1","pred"
"P48023","Q9UHR4","FASLG","BAIAP2L1","exp"
"P48023","Q9Y4H2","FASLG","IRS2","pred"
"P48023","Q01362","FASLG","MS4A2","pred"
"P48023","Q02223","FASLG","TNFRSF17","pred"
"P48023","Q6ZN28","FASLG","MACC1","exp"
"P48023","Q14690","FASLG","PDCD11","pred"
"P48023","P54762","FASLG","EPHB1","pred"
"P48023","Q04759","FASLG","PRKCQ","pred"
"P48023","Q96JB8","FASLG","MPP4","exp"
"P48023","P55290","FASLG","CDH13","pred"
"P48023","Q12879","FASLG","GRIN2A","pred"
"P48023","Q13191","FASLG","CBLB","pred"
"P48023","P84022","FASLG","SMAD3","pred"
"P48023","Q9NZD1","FASLG","GPRC5D","pred"
"P48023","Q9BXJ2","FASLG","C1QTNF7","pred"
"P48023","Q13158","FASLG","FADD","exp;pred"
"P48023","Q8WU20","FASLG","FRS2","pred"
"P48023","Q9Y6N7","FASLG","ROBO1","pred"
"P48023","Q9NWW5","FASLG","CLN6","pred"
"P48023","Q92529","FASLG","SHC3","pred"
"P48023","Q14247","FASLG","CTTN","pred"
"P48023","Q15700","FASLG","DLG2","exp"
"P48023","Q86XX4","FASLG","FRAS1","pred"
"P48023","P54760","FASLG","EPHB4","pred"
"P48023","Q92988","FASLG","DLX4","pred"
"P48023","Q9H204","FASLG","MED28","pred"
"P48023","Q7Z3S9","FASLG","NOTCH2NL","exp"
"P48023","Q9UKS6","FASLG","PACSIN3","exp;pred"
"P48023","Q9NXR7","FASLG","BABAM2","pred"
"P48023","Q8TEC5","FASLG","SH3RF2","exp"
"P48023","Q9UPX8","FASLG","SHANK2","pred"
"P48023","Q96RT6","FASLG","CTAGE1","pred"
"P48023","Q6IB77","FASLG","GLYAT","pred"
"P48023","P52565","FASLG","ARHGDIA","exp"
"P48023","Q9UKL3","FASLG","CASP8AP2","pred"
"P48023","Q6PIZ9","FASLG","TRAT1","pred"
"P48023","Q8N1I0","FASLG","DOCK4","exp"
"P48023","Q8IVL6","FASLG","P3H3","exp"
"P48023","Q9UER7","FASLG","DAXX","exp"
"P48023","Q9HB19","FASLG","PLEKHA2","pred"
"P48023","Q9H9V4","FASLG","RNF122","pred"
"P48023","Q6A162","FASLG","KRT40","exp"
"P48023","P55211","FASLG","CASP9","pred"
"P48023","Q13177","FASLG","PAK2","pred"
"P48023","Q9BXJ4","FASLG","C1QTNF3","pred"
"P48023","Q12923","FASLG","PTPN13","exp;pred"
"P48023","Q9HB75","FASLG","PIDD1","pred"
"P48023","Q9P0L0","FASLG","VAPA","pred"
"P48023","Q16584","FASLG","MAP3K11","pred"
"P48023","P50479","FASLG","PDLIM4","pred"
"P48023","Q15036","FASLG","SNX17","pred"
"P48023","Q96NX5","FASLG","CAMK1G","pred"
"P48023","Q96EP0","FASLG","RNF31","pred"
"P48023","Q16513","FASLG","PKN2","pred"
"P48023","Q9NQN1","FASLG","OR2S2","pred"
"P48023","Q9UNG2","FASLG","TNFSF18","pred"
"P48023","Q14118","FASLG","DAG1","pred"
"P48023","Q8NHP6","FASLG","MOSPD2","exp"
"P48023","P67870","FASLG","CSNK2B","pred"
"P48023","Q9UKN7","FASLG","MYO15A","exp"
"P48023","P63165","FASLG","SUMO1","exp"
"P48023","Q9Y6X6","FASLG","MYO16","pred"
"P48023","Q08881","FASLG","ITK","exp;pred"
"P48023","Q99075","FASLG","HBEGF","pred"
"P48023","Q15848","FASLG","ADIPOQ","pred"
"P48023","Q00887","FASLG","PSG9","pred"
"P48023","Q5TCZ1","FASLG","SH3PXD2A","exp"
"P48023","Q14790","FASLG","CASP8","exp;pred"
"P48023","Q96S42","FASLG","NODAL","pred"
"P48023","P55345","FASLG","PRMT2","exp"
"P48023","Q13546","FASLG","RIPK1","pred"
"P48023","Q05209","FASLG","PTPN12","ortho;pred"
"P48023","Q92791","FASLG","P3H4","exp"
"P48023","Q13153","FASLG","PAK1","pred"
"P48023","Q5VST9","FASLG","OBSCN","pred"
"P48023","Q9UIB8","FASLG","CD84","pred"
"P48023","Q92851","FASLG","CASP10","exp;pred"
"P48023","Q9UL17","FASLG","TBX21","pred"
"P48023","Q5JZY3","FASLG","EPHA10","pred"
"P48023","Q9HCN6","FASLG","GP6","pred"
"P48023","Q9NSI8","FASLG","SAMSN1","exp"
"P48023","Q13748","FASLG","TUBA3C;TUBA3D","pred"
"P48023","Q9NZM3","FASLG","ITSN2","exp;pred"
"P48023","Q15080","FASLG","NCF4","pred"
"P48023","Q06187","FASLG","BTK","exp;pred"
"P48023","Q92882","FASLG","OSTF1","exp"
"P48023","Q9NWB1","FASLG","RBFOX1","pred"
"P48023","Q9Y4K3","FASLG","TRAF6","pred"
"P48023","Q16363","FASLG","LAMA4","pred"
"P48023","Q04912","FASLG","MST1R","pred"
"P48023","Q9GZV9","FASLG","FGF23","pred"
"P48023","Q15642","FASLG","TRIP10","exp;pred"
"P48023","Q13094","FASLG","LCP2","pred"
"P48023","Q9NWQ8","FASLG","PAG1","pred"
"P48023","P78357","FASLG","CNTNAP1","pred"
"P48023","Q05193","FASLG","DNM1","pred"
"P48023","Q96PD4","FASLG","IL17F","pred"
"P48023","Q9UDY6","FASLG","TRIM10","pred"
"P48023","Q9BQI3","FASLG","EIF2AK1","exp"
"P48023","Q9Y4K4","FASLG","MAP4K5","pred"
"P48023","Q9Y278","FASLG","HS3ST2","pred"
"P48023","P61586","FASLG","RHOA","exp"
"P48023","Q07890","FASLG","SOS2","pred"
"P48023","Q5VV41","FASLG","ARHGEF16","pred"
"P48023","Q96RJ3","FASLG","TNFRSF13C","pred"
"P48023","Q15654","FASLG","TRIP6","exp;pred"
"P48023","Q16760","FASLG","DGKD","pred"
"P48023","Q8WV28","FASLG","BLNK","pred"
"P48023","Q12929","FASLG","EPS8","pred"
"P48023","Q05397","FASLG","PTK2","pred"
"P48023","Q99963","FASLG","SH3GL3","exp"
"P48023","Q99836","FASLG","MYD88","pred"
"P48023","Q13368","FASLG","MPP3","pred"
"P48023","Q15661","FASLG","TPSAB1","pred"
"P48023","Q9NQ38","FASLG","SPINK5","pred"
"P48023","Q15121","FASLG","PEA15","pred"
"P48023","Q9BY11","FASLG","PACSIN1","exp;pred"
"P48023","Q9UNF0","FASLG","PACSIN2","exp;pred"
"P48023","Q99704","FASLG","DOK1","pred"
"P48023","Q12837","FASLG","POU4F2","pred"
"P48023","P78527","FASLG","PRKDC","pred"
"P48023","P55957","FASLG","BID","exp;pred"
"P48023","P52198","FASLG","RND2","pred"
"P48023","Q99801","FASLG","NKX3-1","pred"
"P48023","P51124","FASLG","GZMM","pred"
"P48023","Q13480","FASLG","GAB1","pred"
"P48023","Q9NY15","FASLG","STAB1","pred"
"P48023","Q16288","FASLG","NTRK3","pred"
"P48023","P62993","FASLG","GRB2","exp;pred"
"P48023","Q9Y5X1","FASLG","SNX9","exp;pred"
"P48023","Q15811","FASLG","ITSN1","pred"
"P48023","Q13536","FASLG","C1orf61","pred"
"P48023","Q13241","FASLG","KLRD1","pred"
"P48023","Q13291","FASLG","SLAMF1","pred"
"P48023","Q7Z6B7","FASLG","SRGAP1","exp"
"P48023","Q99518","FASLG","FMO2","pred"
"P48023","Q13905","FASLG","RAPGEF1","pred"
"P48023","Q06643","FASLG","LTB","pred"
"P48023","P51398","FASLG","DAP3","pred"
"P48023","Q14160","FASLG","SCRIB","pred"
"P48023","P55212","FASLG","CASP6","pred"
"P48023","Q13796","FASLG","SHROOM2","pred"
"P48023","Q9HBG7","FASLG","LY9","pred"
"P48023","P63244","FASLG","RACK1","pred"
"P48023","Q96PU5","FASLG","NEDD4L","pred"
"P48023","Q8WYR1","FASLG","PIK3R5","pred"
"P48023","P98171","FASLG","ARHGAP4","exp"
"P48023","Q8IX03","FASLG","WWC1","pred"
"P48023","Q9Y2H0","FASLG","DLGAP4","pred"
"P48023","Q8NCG5","FASLG","CHST4","pred"
"P48023","Q03164","FASLG","KMT2A","exp"
"P48023","P54284","FASLG","CACNB3","exp"
"P48023","Q9NZM1","FASLG","MYOF","pred"
"P48023","Q9UQ16","FASLG","DNM3","pred"
"P48023","Q9UKU0","FASLG","ACSL6","pred"
"P48023","P50570","FASLG","DNM2","pred"
"P48023","Q9UIF9","FASLG","BAZ2A","pred"
"P48023","Q92838","FASLG","EDA","pred"
"P48023","Q9Y6X0","FASLG","SETBP1","pred"
"P48023","Q62766","FASLG","322","exp"
"P48023","Q96J02","FASLG","ITCH","pred"
"P48023","Q07666","FASLG","KHDRBS1","pred"
"P48023","Q9ULW0","FASLG","TPX2","pred"
"P48023","Q14451","FASLG","GRB7","pred"
"P48023","Q99996","FASLG","AKAP9","pred"
"P48023","Q14289","FASLG","PTK2B","pred"
"P48023","Q13444","FASLG","ADAM15","pred"
"P48023","Q96B97","FASLG","SH3KBP1","pred"
"P48023","Q9UQC2","FASLG","GAB2","pred"
"P48023","Q13588","FASLG","GRAP","exp"
"P48023","Q9BXJ0","FASLG","C1QTNF5","pred"
"P48023","Q76N89","FASLG","HECW1","pred"
"P48023","Q8TCE9","FASLG","LGALS14","pred"
"P48023","P63010","FASLG","AP2B1","pred"
"P48023","Q9UNN5","FASLG","FAF1","pred"
"P48023","Q96LB8","FASLG","PGLYRP4","pred"
"P48023","Q12866","FASLG","MERTK","pred"
"P48023","Q13077","FASLG","TRAF1","pred"
"P48023","Q92752","FASLG","TNR","pred"
"P48023","Q8WV41","FASLG","SNX33","exp;pred"
"P48061","Q9HC29","CXCL12","NOD2","pred"
"P48736","Q9Y2R2","PIK3CG","PTPN22","pred"
"P48740","Q9HC29","MASP1","NOD2","pred"
"P49116","Q86VZ6","NR2C2","JAZF1","exp"
"P49327","Q8IV20","FASN","LACC1","exp"
"P49368","Q676U5","CCT3","ATG16L1","exp"
"P49411","Q676U5","TUFM","ATG16L1","exp"
"P49662","Q9HC29","CASP4","NOD2","exp;pred"
"P49715","Q02930","CEBPA","CREB5","pred"
"P49716","Q02930","CEBPD","CREB5","pred"
"P49720","Q13342","PSMB3","SP140","pred"
"P49721","Q13342","PSMB2","SP140","pred"
"P49748","Q8NI17","ACADVL","IL31RA","exp"
"P49759","Q9Y2R2","CLK1","PTPN22","exp"
"P49767","Q9HC29","VEGFC","NOD2","pred"
"P49795","Q676U5","RGS19","ATG16L1","pred"
"P49796","Q7Z699","RGS3","SPRED1","pred"
"P49815","Q7Z699","TSC2","SPRED1","pred"
"P50591","Q9UNG2","TNFSF10","TNFSF18","pred"
"P50616","Q17RY0","TOB1","CPEB4","exp"
"P51159","Q92619","RAB27A","ARHGAP45","pred"
"P51178","Q8NI17","PLCD1","IL31RA","exp"
"P51449","Q5VWK5","RORC","IL23R","ortho"
"P51452","Q7Z699","DUSP3","SPRED1","pred"
"P51452","Q9Y2R2","DUSP3","PTPN22","pred"
"P51617","Q9HC29","IRAK1","NOD2","pred"
"P51692","Q9HC29","STAT5B","NOD2","pred"
"P51861","Q9Y2R2","CDR1","PTPN22","pred"
"P51878","Q9HC29","CASP5","NOD2","pred"
"P52333","Q9HC29","JAK3","NOD2","pred"
"P52566","Q92619","ARHGDIB","ARHGAP45","pred"
"P52566","Q9Y2R2","ARHGDIB","PTPN22","pred"
"P52630","Q9Y2R2","STAT2","PTPN22","pred"
"P52735","Q7Z699","VAV2","SPRED1","pred"
"P52735","Q9Y2R2","VAV2","PTPN22","pred"
"P52756","Q17RY0","RBM5","CPEB4","pred"
"P52848","Q17RY0","NDST1","CPEB4","exp"
"P53367","Q92619","ARFIP1","ARHGAP45","pred"
"P53367","Q9HC29","ARFIP1","NOD2","pred"
"P53539","Q02930","FOSB","CREB5","pred"
"P53667","Q7Z699","LIMK1","SPRED1","pred"
"P53779","Q02930","MAPK10","CREB5","pred"
"P54259","Q9HC29","ATN1","NOD2","pred"
"P54578","Q9HC29","USP14","NOD2","pred"
"P54762","Q9Y2R2","EPHB1","PTPN22","pred"
"P54821","Q9HC29","PRRX1","NOD2","pred"
"P54829","Q9Y2R2","PTPN5","PTPN22","pred"
"P55008","Q92619","AIF1","ARHGAP45","pred"
"P55072","Q9Y2R2","VCP","PTPN22","exp"
"P55089","Q86YM7","UCN","HOMER1","pred"
"P55089","Q13324","UCN","CRHR2","exp;ortho;pred"
"P55089","Q969E3","UCN","UCN3","pred"
"P55089","Q96RP3","UCN","UCN2","pred"
"P55089","P57721","UCN","PCBP3","pred"
"P55089","Q03426","UCN","MVK","pred"
"P55089","P61006","UCN","RAB8A","pred"
"P55089","Q9Y698","UCN","CACNG2","pred"
"P55198","Q02930","MLLT6","CREB5","exp"
"P55210","Q9HC29","CASP7","NOD2","pred"
"P55211","Q9HC29","CASP9","NOD2","pred"
"P55212","Q676U5","CASP6","ATG16L1","exp"
"P55212","Q9HC29","CASP6","NOD2","pred"
"P55771","Q9Y2R2","PAX9","PTPN22","pred"
"P55899","Q676U5","FCGRT","ATG16L1","exp"
"P55957","Q9HC29","BID","NOD2","exp;pred"
"P56199","Q9HC29","ITGA1","NOD2","pred"
"P56715","Q9HC29","RP1","NOD2","pred"
"P56945","Q9HC29","BCAR1","NOD2","pred"
"P56945","Q9Y2R2","BCAR1","PTPN22","pred"
"P57075","Q9Y2R2","UBASH3A","PTPN22","pred"
"P57729","Q92619","RAB38","ARHGAP45","ortho;pred"
"P57730","Q9HC29","CARD18","NOD2","pred"
"P58397","Q9UKF2","ADAMTS12","ADAM30","pred"
"P58753","Q9HC29","TIRAP","NOD2","pred"
"P59045","Q9HC29","NLRP11","NOD2","pred"
"P59046","Q9HC29","NLRP12","NOD2","pred"
"P59510","Q9UKF2","ADAMTS20","ADAM30","pred"
"P59768","Q676U5","GNG2","ATG16L1","pred"
"P60228","Q9Y2R2","EIF3E","PTPN22","exp"
"P60331","Q02930","KRTAP10-1","CREB5","exp"
"P60369","Q02930","KRTAP10-3","CREB5","exp"
"P60370","Q02930","KRTAP10-5","CREB5","exp"
"P60409","Q02930","KRTAP10-7","CREB5","exp"
"P60410","Q02930","KRTAP10-8","CREB5","exp"
"P60411","Q02930","KRTAP10-9","CREB5","exp"
"P60412","Q02930","KRTAP10-11","CREB5","exp"
"P60520","Q676U5","GABARAPL2","ATG16L1","exp;pred"
"P60568","Q8NI17","IL2","IL31RA","pred"
"P60568","Q9HC29","IL2","NOD2","pred"
"P60953","Q92619","CDC42","ARHGAP45","exp;pred"
"P61073","Q92619","CXCR4","ARHGAP45","pred"
"P61289","Q13342","PSME3","SP140","pred"
"P61586","Q92619","RHOA","ARHGAP45","exp"
"P61769","Q9HC29","B2M","NOD2","pred"
"P61812","Q9HC29","TGFB2","NOD2","pred"
"P61978","Q9Y2R2","HNRNPK","PTPN22","pred"
"P62136","Q7Z699","PPP1CA","SPRED1","exp"
"P62158","Q9HC29","-","NOD2","pred"
"P62195","Q13342","PSMC5","SP140","pred"
"P62249","Q676U5","RPS16","ATG16L1","pred"
"P62258","Q86VZ6","YWHAE","JAZF1","pred"
"P62258","Q92619","YWHAE","ARHGAP45","exp"
"P62333","Q13342","PSMC6","SP140","pred"
"P62805","Q86VZ6","HIST1H4A;HIST1H4B;HIST1H4C;HIST1H4D;HIST1H4E;HIST1H4F;HIST1H4H;HIST1H4I;HIST1H4J;HIST1H4K;HIST1H4L;HIST2H4A;HIST2H4B;HIST4H4","JAZF1","pred"
"P62834","Q92619","RAP1A","ARHGAP45","pred"
"P62993","Q9Y2R2","GRB2","PTPN22","exp;pred"
"P63000","Q8IV20","RAC1","LACC1","exp"
"P63000","Q92619","RAC1","ARHGAP45","exp"
"P63000","Q9HC29","RAC1","NOD2","exp"
"P63010","Q92619","AP2B1","ARHGAP45","pred"
"P63165","Q9HC29","SUMO1","NOD2","pred"
"P63211","Q676U5","GNGT1","ATG16L1","pred"
"P63261","Q9HC29","ACTG1","NOD2","pred"
"P63279","Q86VZ6","UBE2I","JAZF1","ortho"
"P67775","Q17RY0","PPP2CA","CPEB4","ortho;pred"
"P67775","Q8IV20","PPP2CA","LACC1","exp"
"P68133","Q9Y2R2","ACTA1","PTPN22","exp"
"P68400","Q86VZ6","CSNK2A1","JAZF1","ortho"
"P78314","Q9Y2R2","SH3BP2","PTPN22","pred"
"P78325","Q9UKF2","ADAM8","ADAM30","pred"
"P78362","Q9Y2R2","SRPK2","PTPN22","exp"
"P78371","Q676U5","CCT2","ATG16L1","exp"
"P78509","Q8NI17","RELN","IL31RA","pred"
"P78560","Q9HC29","CRADD","NOD2","pred"
"P80511","Q9HC29","S100A12","NOD2","pred"
"P83436","Q5VWK5","COG7","IL23R","pred"
"P83876","Q8NI17","TXNL4A","IL31RA","exp"
"P84022","Q02930","SMAD3","CREB5","pred"
"P84095","Q92619","RHOG","ARHGAP45","pred"
"P84243","Q8IV20","H3F3A;H3F3B","LACC1","exp"
"P98082","Q92619","DAB2","ARHGAP45","pred"
"P98161","Q8NI17","PKD1","IL31RA","pred"
"P98170","Q9HC29","XIAP","NOD2","exp;pred"
"P98171","Q8N103","ARHGAP4","TAGAP","pred"
"P98171","Q92619","ARHGAP4","ARHGAP45","pred"
"Q00610","Q676U5","CLTC","ATG16L1","exp;pred"
"Q00610","Q9HC29","CLTC","NOD2","pred"
"Q00613","Q9HC29","HSF1","NOD2","pred"
"Q00722","Q9HC29","PLCB2","NOD2","pred"
"Q00987","Q92619","MDM2","ARHGAP45","exp"
"Q01151","Q9HC29","CD83","NOD2","pred"
"Q01201","Q8NI17","RELB","IL31RA","pred"
"Q01469","Q8IV20","FABP5","LACC1","exp"
"Q01844","Q02930","EWSR1","CREB5","exp"
"Q01844","Q17RY0","EWSR1","CPEB4","pred"
"Q01892","Q8NI17","SPIB","IL31RA","pred"
"Q01974","Q9Y2R2","ROR2","PTPN22","exp"
"Q02446","Q02930","SP4","CREB5","pred"
"Q02556","Q13342","IRF8","SP140","pred"
"Q02747","Q9UNG2","GUCA2A","TNFSF18","pred"
"Q02930","Q16621","CREB5","NFE2","pred"
"Q02930","Q9BVG8","CREB5","KIFC3","exp"
"Q02930","Q66LE6","CREB5","PPP2R2D","exp"
"Q02930","Q70SY1","CREB5","CREB3L2","pred"
"Q02930","Q16534","CREB5","HLF","pred"
"Q02930","Q3V5L5","CREB5","MGAT5B","exp"
"Q02930","Q9Y2D1","CREB5","ATF5","pred"
"Q02930","Q68CJ9","CREB5","CREB3L3","pred"
"Q02930","Q6UY14","CREB5","ADAMTSL4","exp"
"Q02930","Q02930","CREB5","CREB5","exp"
"Q02930","Q9BYR5","CREB5","KRTAP4-2","exp"
"Q02930","Q03060","CREB5","CREM","pred"
"Q02930","Q92793","CREB5","CREBBP","pred"
"Q02930","Q9BYV9","CREB5","BACH2","pred"
"Q02930","Q15654","CREB5","TRIP6","exp"
"Q02930","Q99750","CREB5","MDFI","exp"
"Q02930","Q93062","CREB5","RBPMS","exp"
"Q02930","Q16659","CREB5","MAPK6","pred"
"Q02930","Q9BQ66","CREB5","KRTAP4-12","exp"
"Q02930","Q9BYQ4","CREB5","KRTAP9-2","exp"
"Q02930","Q9Y4X5","CREB5","ARIH1","exp"
"Q02930","Q13485","CREB5","SMAD4","pred"
"Q02930","Q5JR59","CREB5","MTUS2","exp"
"Q02930","Q9BXB1","CREB5","LGR4","exp"
"Q02930","Q9UFD9","CREB5","RIMBP3","exp"
"Q02930","Q16539","CREB5","MAPK14","pred"
"Q02930","Q9BZW7","CREB5","TSGA10","exp"
"Q02930","Q9H6Z9","CREB5","EGLN3","exp"
"Q02930","Q16236","CREB5","NFE2L2","pred"
"Q02930","Q9UHV8","CREB5","LGALS13","exp"
"Q02930","Q12933","CREB5","TRAF2","exp"
"Q02930","Q6L8G9","CREB5","KRTAP5-6","exp"
"Q02930","Q7Z3S9","CREB5","NOTCH2NL","exp"
"Q02930","Q09472","CREB5","EP300","pred"
"Q02930","Q8WYK2","CREB5","JDP2","pred"
"Q02930","Q16520","CREB5","BATF","pred"
"Q02930","Q9Y4A8","CREB5","NFE2L3","pred"
"Q02930","Q96AE4","CREB5","FUBP1","pred"
"Q02930","Q6A162","CREB5","KRT40","exp"
"Q02930","Q8TEY5","CREB5","CREB3L4","pred"
"Q02930","Q9NR55","CREB5","BATF3","exp;pred"
"Q02930","Q9BYR7","CREB5","KRTAP3-2","exp"
"Q02930","Q9BYQ2","CREB5","KRTAP9-4","exp"
